pathway,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,level1,level2,level3
ko01052,0.002736347,0.00151339,0.001465725,0.002345107,0.002658756,0.002871855,0.001492562,0.002136092,0.001859524,0.001160388,0.00130226,0.001762568,0.00150289,0.00172869,0.001823735,0.001227477,0.001764204,0.001913351,0.001582599,0.001115182,0.001108054,0.00134379,0.001563788,0.001661132,Type I polyketide structures,Metabolism of terpenoids and polyketides,Metabolism
ko01053,0.00214423,0.002726031,0.002156224,0.002494021,0.00223189,0.002336546,0.002120637,0.002211634,0.002283882,0.00184775,0.002130723,0.001993078,0.002137473,0.002033908,0.002802644,0.001944319,0.002102301,0.002165872,0.002248462,0.001989845,0.001921365,0.002015989,0.001961629,0.00226168,Biosynthesis of siderophore group nonribosomal peptides,Metabolism of terpenoids and polyketides,Metabolism
ko01054,0.002166068,0.003791464,0.002438322,0.002903445,0.002522177,0.002633168,0.002229802,0.002192836,0.002631878,0.002108507,0.002374473,0.002219354,0.002521466,0.002236472,0.003733283,0.002271947,0.002272582,0.002501315,0.002490685,0.002208474,0.002155833,0.002149951,0.002054321,0.002547937,Nonribosomal peptide structures,Metabolism of terpenoids and polyketides,Metabolism
ko01055,0.000706299,0.000686223,0.000723209,0.00070227,0.000701146,0.000707993,0.000716645,0.000702577,0.000694078,0.000608361,0.000706811,0.000656897,0.000673719,0.000674206,0.000800344,0.000682175,0.000725787,0.000701212,0.000735545,0.000704965,0.000709058,0.000674364,0.000690811,0.000696113,Biosynthesis of vancomycin group antibiotics,Metabolism of terpenoids and polyketides,Metabolism
ko01056,0.000124375,7.34E-05,0.000165814,0.000122787,0.00012139,0.000115305,0.000127446,0.000144445,0.000119681,0.000113594,0.00011814,0.000121297,0.000130406,0.000140897,0.000118155,0.00010972,0.000129801,0.000123311,0.000132562,0.000136178,0.00011321,0.000128581,0.00016035,0.000126699,Biosynthesis of type II polyketide backbone,Metabolism of terpenoids and polyketides,Metabolism
ko01057,0.000375096,0.000203255,0.000360271,0.000283583,0.000363703,0.000348959,0.000321137,0.000359616,0.000290271,0.000221785,0.000289278,0.000245565,0.000235051,0.000305974,0.000284479,0.000233486,0.000304979,0.00032292,0.00029448,0.000267916,0.000272103,0.000268684,0.000315843,0.000274902,Biosynthesis of type II polyketide products,Metabolism of terpenoids and polyketides,Metabolism
ko01059,0.000782142,0.000694313,0.000601545,0.000696374,0.00073971,0.000801454,0.000722611,0.000731438,0.000753249,0.000496457,0.000620069,0.000642039,0.000593413,0.00063466,0.000753077,0.000555446,0.000704089,0.000637595,0.00069531,0.000555823,0.000552439,0.000545153,0.000612581,0.000615826,Biosynthesis of enediyne antibiotics,Metabolism of terpenoids and polyketides,Metabolism
ko01062,0.000127893,0.000157205,0.000141671,0.000128267,0.000143187,0.000142869,0.000134099,0.000139023,0.000137011,0.000141713,0.000143483,0.000134626,0.000134732,0.000125513,0.000119284,0.000131524,0.000132348,0.00014135,0.000142931,0.000141159,0.000144128,0.000132537,0.000148922,0.000139676,Biosynthesis of terpenoids and steroids,Chemical structure transformation maps,Metabolism
ko01100,0.130975643,0.123893314,0.132308757,0.131154454,0.130033048,0.130721683,0.131908442,0.132323734,0.131817091,0.131999198,0.131736763,0.132344094,0.133860225,0.134606236,0.133656047,0.133553184,0.133305332,0.132321678,0.133269085,0.132918485,0.133066275,0.132548241,0.134622357,0.131459103,Metabolic pathways,Global and overview maps,Metabolism
ko01110,0.052554701,0.05084145,0.052940627,0.053306869,0.052217438,0.052874675,0.052989295,0.053186862,0.053206764,0.053348326,0.053305805,0.053697605,0.053980568,0.054039921,0.054670462,0.054020011,0.053476289,0.053288088,0.053951909,0.053695736,0.053694418,0.053055404,0.054402933,0.052735478,Biosynthesis of secondary metabolites,Global and overview maps,Metabolism
ko01120,0.05786837,0.055161954,0.056874005,0.056449229,0.057029212,0.057260211,0.056662922,0.057281778,0.055643115,0.054152829,0.056160686,0.055387885,0.054589357,0.057884483,0.056631843,0.054515411,0.056403288,0.056152272,0.056130887,0.055942434,0.055774247,0.054338461,0.056541025,0.055431996,Microbial metabolism in diverse environments,Global and overview maps,Metabolism
ko01130,0.048606605,0.045452444,0.048259811,0.0483466,0.04785803,0.048801991,0.048768413,0.04899888,0.048760323,0.048325803,0.04829711,0.048693538,0.048771985,0.049052956,0.049326953,0.048791735,0.048893171,0.048615383,0.049356002,0.048677045,0.04889149,0.048707065,0.049519381,0.048359589,Biosynthesis of antibiotics,Global and overview maps,Metabolism
ko01200,0.024703879,0.023837791,0.024947599,0.024810946,0.024459176,0.025034392,0.025300113,0.025264208,0.025024463,0.024986136,0.024687181,0.024906177,0.024944857,0.025030459,0.025032581,0.025105276,0.025070896,0.024905556,0.025207538,0.024753165,0.025220181,0.02478897,0.025060504,0.024727368,Carbon metabolism,Global and overview maps,Metabolism
ko01210,0.00478855,0.004518821,0.00471274,0.004854853,0.004900017,0.004783513,0.004736721,0.004769815,0.004789899,0.004796955,0.004802557,0.004813199,0.004944096,0.004996079,0.00488706,0.004934481,0.004861616,0.00487392,0.004956965,0.005135538,0.005045016,0.004924115,0.005121534,0.00494748,2-Oxocarboxylic acid metabolism,Global and overview maps,Metabolism
ko01212,0.014075194,0.012791929,0.014191459,0.013748678,0.013743972,0.013999588,0.014075853,0.014429799,0.014261961,0.013682369,0.013618449,0.013628128,0.013304516,0.013845964,0.013811553,0.013338504,0.013850153,0.013869153,0.014136724,0.013349535,0.013601871,0.013693874,0.013853608,0.013847856,Fatty acid metabolism,Global and overview maps,Metabolism
ko01220,0.006385338,0.005375514,0.00615942,0.005747829,0.006041978,0.006098976,0.005950887,0.006265826,0.005811554,0.005320871,0.00585717,0.005424623,0.005369069,0.006132281,0.005762515,0.00529277,0.005896091,0.005946565,0.005756644,0.005550235,0.005600488,0.005433323,0.005686488,0.00565517,Degradation of aromatic compounds,Global and overview maps,Metabolism
ko01230,0.019624513,0.019368253,0.019745322,0.019994494,0.019836483,0.019933453,0.019897307,0.019879505,0.020035343,0.020449681,0.020174419,0.020560794,0.02060926,0.020400696,0.020193833,0.020754493,0.020250162,0.019900315,0.0204196,0.020742327,0.020577391,0.020416029,0.020710329,0.020089219,Biosynthesis of amino acids,Global and overview maps,Metabolism
ko01501,0.005103084,0.005356478,0.004666218,0.005097376,0.005088385,0.0050377,0.005016455,0.004862512,0.004967142,0.005199185,0.004970244,0.005216863,0.004940001,0.004771286,0.004757563,0.005004513,0.005007822,0.005003534,0.00478202,0.005194122,0.004909245,0.005194028,0.004728625,0.005155377,beta-Lactam resistance,Drug resistance: Antimicrobial,Human Diseases
ko01502,0.001017391,0.000991927,0.001018315,0.001038616,0.001012461,0.001042005,0.001099296,0.001052826,0.001074901,0.001083903,0.001065604,0.001060492,0.001137125,0.001032397,0.001107908,0.00111505,0.00107718,0.001040105,0.00105789,0.001049509,0.001054402,0.001066488,0.001068961,0.001025638,Vancomycin resistance,Drug resistance: Antimicrobial,Human Diseases
ko01503,0.003781933,0.004518688,0.004109487,0.004040343,0.004052828,0.004083443,0.003999445,0.003936678,0.004025423,0.004400351,0.004219664,0.004296301,0.004299765,0.003779033,0.003874867,0.004308768,0.004142412,0.004048731,0.004029639,0.004221387,0.00419193,0.004420804,0.003976323,0.004205474,Cationic antimicrobial peptide (CAMP) resistance,Drug resistance: Antimicrobial,Human Diseases
ko01521,1.54E-06,9.26E-07,0,0,1.08E-06,0,0,0,1.52E-06,0,1.76E-06,0,1.41E-06,2.28E-06,1.53E-06,1.72E-06,1.47E-06,1.33E-06,1.90E-06,2.66E-06,1.25E-06,5.29E-07,9.59E-07,1.30E-06,EGFR tyrosine kinase inhibitor resistance,Drug resistance: Antineoplastic,Human Diseases
ko01522,3.59E-06,1.05E-05,2.76E-06,1.23E-05,6.60E-06,1.58E-05,7.48E-06,5.06E-06,8.29E-06,1.70E-06,3.33E-06,4.44E-06,1.73E-06,1.26E-06,3.74E-06,3.62E-06,2.28E-06,3.23E-06,3.56E-06,2.01E-06,3.82E-06,2.77E-06,1.29E-06,5.58E-06,Endocrine resistance,Drug resistance: Antineoplastic,Human Diseases
ko01523,0.000663825,0.000634634,0.000725933,0.000686262,0.000670805,0.000693561,0.000699472,0.000708242,0.000717109,0.000748201,0.000697937,0.000744605,0.000751326,0.000711973,0.000682822,0.000729171,0.000718966,0.000685896,0.000691671,0.00071351,0.000722617,0.000750325,0.000685152,0.000707114,Antifolate resistance,Drug resistance: Antineoplastic,Human Diseases
ko01524,0.001539509,0.001818696,0.001652742,0.001593218,0.001668519,0.001576861,0.001551845,0.001586929,0.001687115,0.001686986,0.001603943,0.001670239,0.001546827,0.001426378,0.001492103,0.001504125,0.001582124,0.00153089,0.001486318,0.001664036,0.001538325,0.001658956,0.001610019,0.001629068,Platinum drug resistance,Drug resistance: Antineoplastic,Human Diseases
ko02010,0.051162387,0.049216686,0.042136426,0.047939596,0.048805101,0.045814433,0.046664002,0.045970593,0.042640083,0.041987948,0.043465514,0.043491769,0.040788592,0.044090829,0.04723996,0.040650046,0.043810526,0.043702784,0.041971674,0.044012522,0.041227039,0.040553713,0.04100636,0.044070143,ABC transporters,Membrane transport,Environmental Information Processing
ko02020,0.050772373,0.070131296,0.054957893,0.054571664,0.055249032,0.052832536,0.052910725,0.050831608,0.055506243,0.058144855,0.05676269,0.054297908,0.058194934,0.050478509,0.051188574,0.058779611,0.053421698,0.056418267,0.054959446,0.05586987,0.057886647,0.05800041,0.054909874,0.057418075,Two-component system,Signal transduction,Environmental Information Processing
ko02024,0.029997035,0.030477238,0.0247531,0.028727471,0.029470495,0.02813243,0.02743593,0.027223878,0.025935819,0.025896416,0.026526313,0.02649607,0.025173045,0.025099208,0.027419733,0.024784451,0.026312351,0.026361368,0.025155927,0.026711476,0.024970565,0.024744193,0.024467738,0.026890144,Quorum sensing,Cellular community - prokaryotes,Cellular Processes
ko02025,0.009643649,0.01324953,0.011544179,0.010108978,0.010522867,0.010374042,0.010271841,0.010145048,0.010483365,0.011836455,0.011289737,0.011334684,0.011084075,0.009698536,0.009154327,0.011702433,0.010525226,0.010707489,0.010189196,0.010837692,0.010939103,0.012248528,0.009958059,0.010923406,Biofilm formation - Pseudomonas aeruginosa,Cellular community - prokaryotes,Cellular Processes
ko02026,0.005982848,0.008263089,0.006483311,0.006278836,0.00659743,0.006423669,0.006121428,0.005993793,0.0062982,0.006872884,0.006645625,0.006667717,0.006526247,0.005805509,0.005599438,0.006525365,0.006096283,0.006362389,0.006023636,0.006378994,0.00642056,0.006853959,0.006006496,0.00656017,Biofilm formation - Escherichia coli,Cellular community - prokaryotes,Cellular Processes
ko02030,0.00685894,0.010966852,0.008852752,0.007561453,0.00778809,0.007209869,0.006889745,0.007042748,0.007495777,0.008324159,0.007965694,0.007766755,0.007665691,0.006649655,0.005809839,0.007810434,0.006930277,0.007764869,0.00703506,0.007997525,0.007679364,0.008823334,0.007160189,0.008405549,Bacterial chemotaxis,Cell motility,Cellular Processes
ko02040,0.003969799,0.004547099,0.005179178,0.004249683,0.004176638,0.004377783,0.004310862,0.004658611,0.00449718,0.005425946,0.004833832,0.004949349,0.005252258,0.004468201,0.003345983,0.005005779,0.004517231,0.004436518,0.004322576,0.004563732,0.004469793,0.005230187,0.004404711,0.004610612,Flagellar assembly,Cell motility,Cellular Processes
ko02060,0.000840437,0.001081618,0.000798209,0.001032385,0.001023948,0.000907176,0.000949502,0.000800428,0.000972738,0.000726048,0.000775875,0.000925591,0.000766101,0.001206474,0.000901254,0.000759412,0.000838656,0.000956563,0.000915127,0.000868368,0.000794337,0.0007655,0.001563307,0.000858668,Phosphotransferase system (PTS),Membrane transport,Environmental Information Processing
ko03008,0.000255805,0.000281082,0.000258806,0.000262309,0.000263632,0.000275527,0.000265091,0.000268391,0.000282407,0.000290432,0.000289917,0.000296259,0.00028366,0.00028618,0.000268384,0.000304852,0.000278173,0.000264104,0.000284858,0.000298116,0.00030126,0.000306429,0.000260903,0.000279578,Ribosome biogenesis in eukaryotes,Translation,Genetic Information Processing
ko03010,0.006723702,0.006290381,0.007013315,0.007032598,0.006723663,0.006988573,0.007069843,0.007095456,0.007269406,0.007621275,0.007195886,0.007507944,0.007692955,0.00725993,0.007270562,0.007773183,0.007384854,0.007073692,0.00732602,0.007398763,0.007465935,0.007528509,0.007146991,0.007142051,Ribosome,Translation,Genetic Information Processing
ko03013,0.000294913,0.000271429,0.000307847,0.000266238,0.00028846,0.000279675,0.000262274,0.000241772,0.000299371,0.00024303,0.000302201,0.00025274,0.000293446,0.000325374,0.000314248,0.000289887,0.000306596,0.000303694,0.00029959,0.000320073,0.000295415,0.000280623,0.000301213,0.000281889,RNA transport,Translation,Genetic Information Processing
ko03015,3.07E-06,1.85E-06,3.63E-07,0,2.16E-06,0,0,0,3.04E-06,0,3.53E-06,0,3.44E-06,5.63E-06,3.30E-06,3.45E-06,3.34E-06,2.66E-06,4.78E-06,5.32E-06,2.51E-06,1.50E-06,1.92E-06,3.02E-06,mRNA surveillance pathway,Translation,Genetic Information Processing
ko03018,0.002939378,0.003264784,0.003066791,0.003119691,0.003017521,0.003031114,0.003064874,0.003003985,0.003142839,0.003219634,0.003132147,0.003209249,0.003155476,0.003050317,0.003070811,0.003202316,0.003084177,0.003076736,0.003099421,0.003134828,0.003175701,0.003172322,0.003052888,0.00308541,RNA degradation,"Folding, sorting and degradation",Genetic Information Processing
ko03020,0.000637803,0.000538829,0.000662396,0.000649258,0.0006155,0.000645697,0.000664597,0.000672737,0.000698288,0.000738382,0.000687526,0.000716845,0.000751312,0.000690186,0.000692288,0.000759905,0.000711699,0.000665227,0.000705024,0.000717313,0.000703758,0.000734586,0.000688263,0.00067971,RNA polymerase,Transcription,Genetic Information Processing
ko03022,6.12E-05,7.24E-05,5.69E-05,6.49E-05,5.87E-05,5.32E-05,5.37E-05,5.63E-05,5.99E-05,4.36E-05,6.39E-05,5.28E-05,6.07E-05,7.25E-05,7.44E-05,6.00E-05,5.81E-05,6.53E-05,6.52E-05,6.79E-05,6.44E-05,4.90E-05,5.36E-05,6.23E-05,Basal transcription factors,Transcription,Genetic Information Processing
ko03030,0.00235874,0.002257215,0.00246095,0.00244455,0.00234705,0.0024492,0.002500598,0.002531091,0.002563651,0.00271091,0.002488661,0.00260413,0.002674412,0.002540726,0.002462494,0.002724785,0.00259136,0.002471716,0.002558773,0.002530963,0.002597514,0.002666984,0.002484106,0.00249375,DNA replication,Replication and repair,Genetic Information Processing
ko03040,0,0,0,4.78E-07,0,0,0,5.27E-07,0,0,0,0,0,0,0,0,0,0,2.57E-07,0,0,5.62E-08,0,0,Spliceosome,Transcription,Genetic Information Processing
ko03050,0.000164401,7.09E-05,0.000126693,0.000173304,0.000139461,0.000150621,0.000138349,0.000151457,0.000135644,9.74E-05,0.000157931,0.000127858,0.000166989,0.000183832,0.000246782,0.000140919,0.000159412,0.000164989,0.000172646,0.000174499,0.000159784,9.42E-05,0.000171254,0.000144719,Proteasome,"Folding, sorting and degradation",Genetic Information Processing
ko03060,0.002395579,0.002336938,0.00257161,0.002480975,0.002411879,0.002506427,0.002555355,0.002579004,0.002609976,0.002744895,0.002598752,0.002671933,0.002725493,0.002535108,0.002490717,0.002745354,0.002618062,0.002506354,0.002608168,0.002608802,0.002629768,0.002684693,0.002584867,0.002542706,Protein export,"Folding, sorting and degradation",Genetic Information Processing
ko03070,0.005670752,0.007508188,0.006563856,0.005883807,0.005935452,0.006804419,0.006590864,0.006281558,0.006630998,0.007731734,0.007013888,0.007152459,0.007153824,0.005944766,0.005273756,0.007456657,0.00653151,0.006267811,0.006523153,0.00658618,0.007090925,0.007743673,0.005926897,0.006778521,Bacterial secretion system,Membrane transport,Environmental Information Processing
ko03320,0.002978961,0.002733312,0.002957936,0.00290974,0.002859442,0.002986169,0.002894112,0.003008333,0.003098476,0.002808642,0.002835757,0.00288299,0.00267111,0.002896335,0.003018633,0.002700751,0.002849536,0.002866453,0.002977716,0.002667089,0.002793512,0.002721191,0.002765502,0.002824339,PPAR signaling pathway,Endocrine system,Organismal Systems
ko03410,0.002286634,0.002071772,0.002406944,0.002352786,0.002228821,0.002347368,0.002434817,0.002404724,0.002494102,0.002551309,0.0024053,0.002514876,0.002575345,0.002404695,0.002390745,0.002632961,0.002495885,0.002390326,0.00247026,0.002468174,0.002528944,0.002594171,0.002340723,0.002419424,Base excision repair,Replication and repair,Genetic Information Processing
ko03420,0.001658489,0.001536387,0.001705096,0.001757495,0.001615945,0.001698977,0.001756253,0.001760527,0.001793292,0.001813143,0.001759958,0.001816562,0.00182154,0.001793274,0.001828224,0.001906358,0.001800514,0.001716516,0.001778747,0.001766038,0.001805683,0.001822011,0.001683601,0.001722415,Nucleotide excision repair,Replication and repair,Genetic Information Processing
ko03430,0.002526839,0.002569339,0.002642268,0.002664338,0.002586927,0.00269252,0.002720582,0.002751872,0.002782137,0.003006386,0.002746536,0.002895674,0.002901111,0.002754779,0.002620001,0.002976512,0.002785687,0.002664078,0.002747545,0.002747362,0.002804224,0.002903134,0.002654007,0.002708598,Mismatch repair,Replication and repair,Genetic Information Processing
ko03440,0.002918823,0.002851443,0.003083739,0.003071187,0.002937343,0.003118461,0.003131889,0.003169897,0.003190025,0.003442039,0.003109917,0.003364032,0.003335152,0.003189347,0.00305512,0.003404213,0.003209017,0.003069493,0.00317415,0.003183492,0.003258309,0.003414977,0.003138578,0.003122272,Homologous recombination,Replication and repair,Genetic Information Processing
ko03450,0.000521021,0.000262758,0.000455558,0.000472208,0.000427119,0.00044765,0.0005219,0.000505916,0.000483055,0.000488087,0.000474108,0.00047374,0.000532801,0.000492351,0.000550569,0.00056799,0.000542814,0.000507712,0.000540671,0.000480324,0.00051136,0.000502324,0.000483074,0.000489811,Non-homologous end-joining,Replication and repair,Genetic Information Processing
ko03460,4.61E-06,2.80E-06,2.34E-07,6.19E-07,4.96E-06,0,0,0,5.95E-06,1.55E-06,5.29E-06,0,5.71E-06,6.84E-06,4.67E-06,5.24E-06,5.79E-06,5.82E-06,5.71E-06,7.99E-06,5.61E-06,2.75E-06,2.88E-06,4.83E-06,Fanconi anemia pathway,Replication and repair,Genetic Information Processing
ko04010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39E-08,0,0,0,MAPK signaling pathway,Signal transduction,Environmental Information Processing
ko04011,0.000190293,0.000216483,0.000195195,0.000199745,0.000199736,0.000218008,0.000212314,0.00019431,0.000203899,0.000211352,0.000206588,0.000221458,0.000202951,0.000193101,0.000189005,0.000212279,0.000205728,0.000206221,0.000220205,0.00021279,0.00022622,0.000227938,0.000190673,0.000216138,MAPK signaling pathway - yeast,Signal transduction,Environmental Information Processing
ko04013,0.000171837,0.00021371,0.000170612,0.000166014,0.000166413,0.000177486,0.000188117,0.000183842,0.000192417,0.000216445,0.000185603,0.000200659,0.000196548,0.000171114,0.000169987,0.000207148,0.000192312,0.000169502,0.000179739,0.000186724,0.0001828,0.000203291,0.000167952,0.000181426,MAPK signaling pathway - fly,Signal transduction,Environmental Information Processing
ko04014,1.49E-05,1.99E-05,2.95E-05,2.03E-05,2.18E-05,2.17E-05,2.05E-05,2.45E-05,2.28E-05,2.30E-05,2.16E-05,2.41E-05,2.22E-05,2.34E-05,1.74E-05,1.64E-05,2.26E-05,2.04E-05,2.00E-05,1.72E-05,1.82E-05,1.40E-05,2.03E-05,1.83E-05,Ras signaling pathway,Signal transduction,Environmental Information Processing
ko04016,0.000738655,0.000765103,0.000829788,0.000783092,0.000757187,0.000793956,0.00077174,0.000818581,0.000797567,0.00082805,0.000803597,0.000835232,0.000825737,0.000756973,0.00077705,0.000845858,0.000808612,0.000802976,0.000812584,0.000801016,0.000829616,0.000864519,0.00078095,0.000809174,MAPK signaling pathway - plant,Signal transduction,Environmental Information Processing
ko04020,5.13E-06,1.58E-06,3.53E-06,5.74E-06,5.57E-06,1.56E-06,3.52E-06,3.73E-06,3.70E-06,5.31E-06,4.57E-06,1.49E-06,6.37E-06,8.61E-06,1.32E-05,9.45E-06,7.20E-06,1.06E-05,8.63E-06,5.94E-06,8.25E-06,2.42E-06,9.98E-06,4.52E-06,Calcium signaling pathway,Signal transduction,Environmental Information Processing
ko04022,1.97E-05,1.99E-05,1.73E-05,2.90E-05,2.60E-05,1.56E-05,1.70E-05,2.25E-05,1.87E-05,1.29E-05,2.07E-05,2.14E-05,1.70E-05,1.71E-05,4.24E-05,2.23E-05,2.09E-05,2.57E-05,2.22E-05,2.01E-05,1.90E-05,9.93E-06,2.47E-05,1.71E-05,cGMP-PKG signaling pathway,Signal transduction,Environmental Information Processing
ko04024,5.81E-05,5.54E-05,6.44E-05,7.10E-05,6.47E-05,5.24E-05,5.40E-05,6.83E-05,6.13E-05,4.54E-05,5.80E-05,5.95E-05,5.17E-05,5.92E-05,9.31E-05,5.27E-05,6.09E-05,6.46E-05,6.41E-05,5.40E-05,5.38E-05,3.45E-05,6.32E-05,5.14E-05,cAMP signaling pathway,Signal transduction,Environmental Information Processing
ko04064,7.32E-06,7.90E-06,2.93E-05,6.72E-06,6.99E-06,9.87E-06,8.15E-06,1.37E-05,3.82E-06,2.65E-06,8.35E-06,8.88E-06,6.46E-06,1.03E-05,4.69E-06,6.39E-06,1.03E-05,1.07E-05,8.45E-06,7.94E-06,4.93E-06,4.01E-06,4.11E-06,5.40E-06,NF-kappa B signaling pathway,Signal transduction,Environmental Information Processing
ko04066,0.00079442,0.000700432,0.000671891,0.000797458,0.000752958,0.000825384,0.000801461,0.000761718,0.000736297,0.000778475,0.000721094,0.000755201,0.000770284,0.000742833,0.000808063,0.000737218,0.000727974,0.000770073,0.000736337,0.000730338,0.000774703,0.000744557,0.000769372,0.000717692,HIF-1 signaling pathway,Signal transduction,Environmental Information Processing
ko04068,0.000457402,0.000530307,0.000467738,0.000471209,0.000456608,0.000491556,0.000508064,0.000482169,0.000509074,0.000545233,0.00049731,0.000530874,0.000524364,0.000460642,0.000457717,0.000546528,0.000504335,0.000478426,0.000510392,0.000513871,0.000530263,0.000563296,0.000466558,0.000511841,FoxO signaling pathway,Signal transduction,Environmental Information Processing
ko04070,0.000548224,0.000493736,0.000523205,0.000526306,0.000508975,0.000523271,0.00051936,0.000521451,0.000520409,0.000528234,0.000512043,0.000544075,0.000523885,0.000506657,0.000525948,0.000502925,0.000523202,0.000500898,0.000503438,0.000509436,0.000493059,0.000506877,0.000472171,0.00050162,Phosphatidylinositol signaling system,Signal transduction,Environmental Information Processing
ko04071,4.95E-05,0.000103491,5.37E-05,4.89E-05,5.49E-05,5.25E-05,5.73E-05,4.98E-05,7.29E-05,4.61E-05,5.92E-05,5.24E-05,4.44E-05,4.37E-05,5.93E-05,4.71E-05,4.94E-05,4.74E-05,5.52E-05,4.12E-05,5.30E-05,3.66E-05,4.44E-05,4.43E-05,Sphingolipid signaling pathway,Signal transduction,Environmental Information Processing
ko04072,8.93E-05,0.000110265,0.00010453,9.82E-05,9.97E-05,0.000110994,0.000102597,0.000100888,0.000106464,0.000118573,0.000109315,0.000123287,0.000108569,0.000103136,9.22E-05,0.000113179,0.000109544,9.70E-05,9.90E-05,0.000103993,0.000111552,0.000122994,9.18E-05,0.000106904,Phospholipase D signaling pathway,Signal transduction,Environmental Information Processing
ko04080,6.97E-05,3.64E-05,5.90E-05,6.70E-05,6.70E-05,5.61E-05,6.51E-05,6.32E-05,6.92E-05,5.63E-05,5.98E-05,5.46E-05,5.75E-05,5.35E-05,9.98E-05,5.19E-05,6.31E-05,6.52E-05,6.72E-05,5.67E-05,5.63E-05,4.62E-05,6.48E-05,5.55E-05,Neuroactive ligand-receptor interaction,Signaling molecules and interaction,Environmental Information Processing
ko04110,1.54E-06,9.26E-07,0,0,1.08E-06,0,0,0,1.52E-06,0,1.76E-06,0,1.41E-06,2.28E-06,1.53E-06,1.72E-06,1.47E-06,1.33E-06,1.90E-06,2.66E-06,1.25E-06,5.29E-07,9.59E-07,1.30E-06,Cell cycle,Cell growth and death,Cellular Processes
ko04111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48E-07,0,0,0,0,0,0,0,0,0,Cell cycle - yeast,Cell growth and death,Cellular Processes
ko04112,0.006058103,0.007729095,0.006923329,0.006368064,0.006478392,0.006174063,0.006236753,0.00613401,0.006451727,0.006985894,0.006588806,0.006589224,0.006757744,0.005955603,0.00604961,0.006733272,0.006325092,0.006512653,0.006311074,0.006452841,0.006477873,0.006835,0.00638954,0.006549659,Cell cycle - Caulobacter,Cell growth and death,Cellular Processes
ko04113,0.000731832,0.000693487,0.000614261,0.00064698,0.000797391,0.00065704,0.000631895,0.000621977,0.000655567,0.000516796,0.000674717,0.000626563,0.000571585,0.000572278,0.000813345,0.000611752,0.000676837,0.000676712,0.000674623,0.000647999,0.000550581,0.000521412,0.000606554,0.000612188,Meiosis - yeast,Cell growth and death,Cellular Processes
ko04114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48E-07,0,0,0,0,0,0,0,0,0,Oocyte meiosis,Cell growth and death,Cellular Processes
ko04115,0.000195732,0.000248567,0.000212978,0.000192835,0.000231372,0.000188372,0.000206362,0.000191304,0.000189736,0.000208772,0.000207522,0.000201175,0.000190919,0.000157639,0.000176206,0.000161373,0.000210655,0.00018521,0.000170247,0.000211525,0.000168373,0.000170875,0.000180312,0.000199759,p53 signaling pathway,Cell growth and death,Cellular Processes
ko04122,0.00188798,0.002069245,0.001948278,0.001993655,0.001908084,0.001930182,0.001944965,0.002011253,0.001944055,0.001967501,0.002028138,0.001998245,0.002025915,0.002045953,0.002050991,0.002083741,0.001969446,0.001967781,0.001974071,0.001993305,0.002015901,0.001920366,0.002037366,0.001934292,Sulfur relay system,"Folding, sorting and degradation",Genetic Information Processing
ko04138,7.47E-05,7.59E-05,6.33E-05,6.69E-05,6.62E-05,6.55E-05,6.46E-05,6.81E-05,6.54E-05,4.79E-05,6.08E-05,5.95E-05,5.11E-05,6.96E-05,7.24E-05,5.97E-05,6.27E-05,6.58E-05,6.84E-05,6.17E-05,6.14E-05,4.57E-05,6.03E-05,6.17E-05,Autophagy - yeast,Transport and catabolism,Cellular Processes
ko04140,1.54E-06,9.26E-07,0,0,1.08E-06,0,0,0,1.52E-06,0,1.76E-06,0,1.41E-06,2.28E-06,1.53E-06,1.72E-06,1.47E-06,1.33E-06,1.90E-06,2.66E-06,1.25E-06,5.29E-07,9.59E-07,1.30E-06,Autophagy - animal,Transport and catabolism,Cellular Processes
ko04141,0.000512813,0.000536246,0.000501409,0.000506635,0.000540376,0.000554245,0.000535531,0.00052165,0.00053398,0.000532246,0.000553879,0.000538306,0.000595801,0.000527051,0.000514387,0.000580916,0.000562604,0.000537591,0.000565137,0.000580169,0.000591375,0.000562351,0.000550586,0.000567192,Protein processing in endoplasmic reticulum,"Folding, sorting and degradation",Genetic Information Processing
ko04142,0.000335543,0.000226241,0.000293321,0.000288908,0.000307025,0.000256311,0.000276567,0.000307671,0.000307923,0.000301549,0.000350329,0.000248666,0.000372229,0.000322701,0.000289045,0.000332934,0.000325416,0.000381304,0.000337602,0.000355753,0.000327727,0.000321573,0.000455506,0.000325427,Lysosome,Transport and catabolism,Cellular Processes
ko04144,1.53E-05,2.04E-05,2.95E-05,2.10E-05,2.24E-05,2.46E-05,2.05E-05,2.45E-05,2.35E-05,2.40E-05,2.27E-05,2.50E-05,2.50E-05,2.53E-05,1.78E-05,1.75E-05,2.45E-05,2.11E-05,2.04E-05,1.83E-05,1.91E-05,1.42E-05,2.20E-05,1.89E-05,Endocytosis,Transport and catabolism,Cellular Processes
